,ymd,bWendu,yWendu,tianqi,fengxiang,fengli,aqi,aqiInfo,aqiLevel,city_list
43,2018-02-13,20℃,9℃,多云,无持续风向,微风,68,良,2,广州
44,2018-02-14,22℃,11℃,多云,无持续风向,微风,64,良,2,广州
45,2018-02-15,24℃,15℃,多云,无持续风向,微风,64,良,2,广州
46,2018-02-16,26℃,15℃,多云,无持续风向,微风,149,轻度污染,3,广州
47,2018-02-17,26℃,15℃,多云,无持续风向,微风,91,良,2,广州
48,2018-02-18,23℃,16℃,多云,无持续风向,微风,59,良,2,广州
49,2018-02-19,24℃,17℃,阴,无持续风向,微风,64,良,2,广州
50,2018-02-20,27℃,13℃,阴,无持续风向,微风,55,良,2,广州
51,2018-02-21,20℃,10℃,阴~小雨,无持续风向,微风,48,优,1,广州
52,2018-02-22,12℃,10℃,小雨,无持续风向,微风,19,优,1,广州
53,2018-02-23,18℃,15℃,阴~阵雨,无持续风向,微风,20,优,1,广州
54,2018-02-24,20℃,15℃,阴~阵雨,无持续风向,微风,43,优,1,广州
55,2018-02-25,18℃,12℃,小雨~阴,无持续风向,微风,40,优,1,广州
56,2018-02-26,21℃,14℃,多云,无持续风向,微风,38,优,1,广州
57,2018-02-27,25℃,17℃,多云,无持续风向,微风,47,优,1,广州
58,2018-02-28,26℃,18℃,多云,无持续风向,微风,51,良,2,广州
59,2018-03-01,28℃,18℃,多云~阴,南风,3-4级,90,良,2,广州
60,2018-03-02,26℃,20℃,多云,无持续风向,微风,68,良,2,广州
61,2018-03-03,27℃,20℃,多云,无持续风向,微风,51,良,2,广州
62,2018-03-04,26℃,20℃,小雨~雷阵雨,南风,3-4级,42,优,1,广州
63,2018-03-05,27℃,17℃,雷阵雨,无持续风向,微风,42,优,1,广州
64,2018-03-06,25℃,17℃,阴,无持续风向,微风,51,良,2,广州
65,2018-03-07,24℃,11℃,雷阵雨~中雨,无持续风向,微风,54,良,2,广州
66,2018-03-08,14℃,8℃,雷阵雨~多云,北风,4-5级,19,优,1,广州
67,2018-03-09,19℃,8℃,晴,无持续风向,微风,37,优,1,广州
68,2018-03-10,21℃,9℃,晴,无持续风向,微风,59,良,2,广州
69,2018-03-11,23℃,13℃,多云,无持续风向,微风,85,良,2,广州
70,2018-03-12,25℃,16℃,多云,无持续风向,微风,69,良,2,广州
71,2018-03-13,25℃,16℃,多云~小雨,无持续风向,微风,65,良,2,广州
72,2018-03-14,23℃,17℃,雷阵雨,无持续风向,微风,54,良,2,广州
73,2018-03-15,24℃,17℃,雷阵雨,无持续风向,微风,69,良,2,广州
74,2018-03-16,26℃,18℃,多云~阴,无持续风向,微风,111,轻度污染,3,广州
75,2018-03-17,26℃,18℃,阴,无持续风向,微风,70,良,2,广州
76,2018-03-18,27℃,20℃,多云,南风,4-5级,54,良,2,广州
77,2018-03-19,24℃,14℃,雷阵雨~中到大雨,无持续风向,微风,53,良,2,广州
78,2018-03-20,21℃,10℃,多云,北风,4-5级,27,优,1,广州
79,2018-03-21,21℃,11℃,多云,无持续风向,微风,33,优,1,广州
80,2018-03-22,22℃,12℃,晴~多云,无持续风向,微风,50,优,1,广州
81,2018-03-23,26℃,14℃,多云,无持续风向,微风,103,轻度污染,3,广州
82,2018-03-24,25℃,16℃,多云,无持续风向,微风,76,良,2,广州
83,2018-03-25,25℃,16℃,阵雨~小雨,无持续风向,微风,69,良,2,广州
84,2018-03-26,26℃,18℃,多云,无持续风向,微风,88,良,2,广州
85,2018-03-27,26℃,17℃,多云,无持续风向,微风,65,良,2,广州
86,2018-03-28,28℃,17℃,多云,无持续风向,微风,115,轻度污染,3,广州
87,2018-03-29,27℃,18℃,多云,无持续风向,微风,85,良,2,广州
88,2018-03-30,26℃,19℃,多云,无持续风向,微风,89,良,2,广州
89,2018-03-31,28℃,19℃,多云,无持续风向,微风,71,良,2,广州
90,2018-04-01,29℃,20℃,多云,无持续风向,微风,78,良,2,广州
91,2018-04-02,29℃,20℃,多云,无持续风向,微风,87,良,2,广州
92,2018-04-03,29℃,21℃,多云,无持续风向,微风,78,良,2,广州
93,2018-04-04,30℃,20℃,多云,无持续风向,微风,60,良,2,广州
94,2018-04-05,29℃,19℃,多云,无持续风向,微风,48,优,1,广州
95,2018-04-06,19℃,13℃,小雨~多云,北风,4-5级,42,优,1,广州
96,2018-04-07,19℃,11℃,阵雨~多云,北风,3-4级,79,良,2,广州
97,2018-04-08,25℃,14℃,多云,无持续风向,微风,77,良,2,广州
98,2018-04-09,27℃,16℃,多云,无持续风向,微风,96,良,2,广州
99,2018-04-10,28℃,17℃,多云,无持续风向,微风,64,良,2,广州
100,2018-04-11,28℃,20℃,阴,无持续风向,微风,60,良,2,广州
101,2018-04-12,29℃,22℃,多云~阴,南风,3-4级,46,优,1,广州
102,2018-04-13,30℃,23℃,多云~阴,南风,3-4级,37,优,1,广州
103,2018-04-14,28℃,17℃,雷阵雨,无持续风向,微风,34,优,1,广州
104,2018-04-15,20℃,16℃,小到中雨~雷阵雨,北风,4-5级,27,优,1,广州
105,2018-04-16,17℃,15℃,中雨~阴,无持续风向,微风,57,良,2,广州
106,2018-04-17,24℃,14℃,多云,无持续风向,微风,75,良,2,广州
107,2018-04-18,26℃,18℃,多云,无持续风向,微风,133,轻度污染,3,广州
108,2018-04-19,27℃,19℃,多云,无持续风向,微风,104,轻度污染,3,广州
109,2018-04-20,27℃,21℃,小到中雨~雷阵雨,南风,3-4级,88,良,2,广州
110,2018-04-21,28℃,22℃,阴,南风,3-4级,56,良,2,广州
111,2018-04-22,29℃,22℃,雷阵雨,无持续风向,微风,56,良,2,广州
112,2018-04-23,27℃,20℃,雷阵雨~中雨,无持续风向,微风,48,优,1,广州
113,2018-04-24,25℃,20℃,阴,无持续风向,微风,42,优,1,广州
114,2018-04-25,26℃,22℃,阴,无持续风向,微风,43,优,1,广州
115,2018-04-26,26℃,21℃,小到中雨~雷阵雨,无持续风向,微风,81,良,2,广州
116,2018-04-27,26℃,21℃,小雨,无持续风向,微风,70,良,2,广州
117,2018-04-28,27℃,21℃,多云,无持续风向,微风,63,良,2,广州
118,2018-04-29,27℃,22℃,雷阵雨~多云,无持续风向,微风,64,良,2,广州
119,2018-04-30,29℃,23℃,雾,无持续风向,微风,58,良,2,广州
120,2018-05-01,30℃,24℃,雷阵雨~多云,无持续风向,微风,45,优,1,广州
121,2018-05-02,30℃,23℃,雷阵雨,无持续风向,微风,48,优,1,广州
122,2018-05-03,29℃,21℃,中雨~中到大雨,无持续风向,微风,48,优,1,广州
123,2018-05-04,28℃,22℃,雷阵雨~多云,无持续风向,微风,49,优,1,广州
124,2018-05-05,28℃,23℃,雷阵雨,无持续风向,微风,52,良,2,广州
125,2018-05-06,29℃,23℃,小到中雨~雷阵雨,无持续风向,微风,42,优,1,广州
126,2018-05-07,28℃,22℃,中到大雨~中雨,无持续风向,微风,30,优,1,广州
127,2018-05-08,26℃,21℃,小到中雨~雷阵雨,无持续风向,微风,34,优,1,广州
128,2018-05-09,27℃,22℃,中雨,无持续风向,微风,45,优,1,广州
129,2018-05-10,26℃,21℃,中雨~小到中雨,无持续风向,微风,47,优,1,广州
130,2018-05-11,28℃,22℃,雷阵雨,无持续风向,微风,57,良,2,广州
131,2018-05-12,29℃,22℃,多云,无持续风向,微风,57,良,2,广州
132,2018-05-13,31℃,23℃,小雨~多云,无持续风向,微风,50,优,1,广州
133,2018-05-14,32℃,24℃,雷阵雨~多云,无持续风向,微风,46,优,1,广州
134,2018-05-15,32℃,25℃,多云,无持续风向,微风,37,优,1,广州
135,2018-05-16,33℃,26℃,多云,无持续风向,微风,35,优,1,广州
136,2018-05-17,34℃,25℃,多云,无持续风向,微风,38,优,1,广州
137,2018-05-18,33℃,25℃,雷阵雨~多云,无持续风向,微风,51,良,2,广州
138,2018-05-19,34℃,25℃,多云,无持续风向,微风,52,良,2,广州
139,2018-05-20,35℃,27℃,多云,无持续风向,微风,43,优,1,广州
140,2018-05-21,35℃,26℃,多云,无持续风向,微风,48,优,1,广州
141,2018-05-22,35℃,25℃,多云,无持续风向,微风,54,良,2,广州
142,2018-05-23,34℃,26℃,多云,无持续风向,微风,66,良,2,广州
143,2018-05-24,35℃,27℃,多云,无持续风向,微风,54,良,2,广州
144,2018-05-25,34℃,27℃,多云,无持续风向,微风,38,优,1,广州
145,2018-05-26,35℃,27℃,多云,无持续风向,微风,36,优,1,广州
146,2018-05-27,35℃,26℃,多云~晴,无持续风向,微风,40,优,1,广州
147,2018-05-28,36℃,26℃,雷阵雨~多云,无持续风向,微风,59,良,2,广州
148,2018-05-29,34℃,26℃,雷阵雨~多云,无持续风向,微风,48,优,1,广州
149,2018-05-30,35℃,25℃,多云,无持续风向,微风,52,良,2,广州
150,2018-05-31,35℃,27℃,多云~雷阵雨,无持续风向,微风,48,优,1,广州
151,2018-06-01,34℃,25℃,雷阵雨,无持续风向,微风,52,良,2,广州
152,2018-06-02,33℃,26℃,中雨~多云,无持续风向,微风,56,良,2,广州
153,2018-06-03,33℃,26℃,雷阵雨,无持续风向,微风,54,良,2,广州
154,2018-06-04,33℃,26℃,雷阵雨,无持续风向,微风,51,良,2,广州
155,2018-06-05,31℃,24℃,大雨~雷阵雨,无持续风向,微风,36,优,1,广州
156,2018-06-06,30℃,24℃,大雨~中雨,东南风,3-4级,22,优,1,广州
157,2018-06-07,28℃,24℃,中雨~大雨,无持续风向,微风,19,优,1,广州
158,2018-06-08,28℃,24℃,大雨,东南风,4-5级,20,优,1,广州
159,2018-06-09,31℃,24℃,雷阵雨,无持续风向,微风,26,优,1,广州
160,2018-06-10,33℃,24℃,多云,无持续风向,微风,47,优,1,广州
161,2018-06-11,34℃,26℃,多云~雷阵雨,无持续风向,微风,70,良,2,广州
162,2018-06-12,30℃,25℃,中雨~大雨,无持续风向,微风,64,良,2,广州
163,2018-06-13,28℃,24℃,大雨~雷阵雨,无持续风向,微风,35,优,1,广州
164,2018-06-14,30℃,24℃,多云,无持续风向,微风,35,优,1,广州
165,2018-06-15,32℃,24℃,多云,无持续风向,微风,31,优,1,广州
166,2018-06-16,31℃,25℃,多云,无持续风向,微风,54,良,2,广州
167,2018-06-17,30℃,25℃,雷阵雨,无持续风向,微风,72,良,2,广州
168,2018-06-18,33℃,26℃,雷阵雨~多云,无持续风向,微风,67,良,2,广州
169,2018-06-19,33℃,26℃,雷阵雨,无持续风向,微风,34,优,1,广州
170,2018-06-20,33℃,27℃,雷阵雨,无持续风向,微风,43,优,1,广州
171,2018-06-21,33℃,27℃,雷阵雨,无持续风向,微风,46,优,1,广州
172,2018-06-22,30℃,26℃,大雨~中雨,无持续风向,微风,34,优,1,广州
173,2018-06-23,31℃,25℃,大雨~雷阵雨,无持续风向,微风,33,优,1,广州
174,2018-06-24,31℃,26℃,中雨~雷阵雨,南风,3-4级,33,优,1,广州
175,2018-06-25,33℃,26℃,雷阵雨,无持续风向,微风,23,优,1,广州
176,2018-06-26,33℃,25℃,雷阵雨~多云,无持续风向,微风,33,优,1,广州
177,2018-06-27,33℃,25℃,多云,无持续风向,微风,47,优,1,广州
178,2018-06-28,35℃,26℃,多云,无持续风向,微风,45,优,1,广州
179,2018-06-29,34℃,26℃,多云,无持续风向,微风,49,优,1,广州
180,2018-06-30,35℃,26℃,雷阵雨,无持续风向,微风,37,优,1,广州
181,2018-07-01,33℃,26℃,雷阵雨,无持续风向,微风,39,优,1,广州
182,2018-07-02,34℃,27℃,雷阵雨,无持续风向,微风,38,优,1,广州
183,2018-07-03,33℃,26℃,雷阵雨,无持续风向,微风,42,优,1,广州
184,2018-07-04,34℃,26℃,雷阵雨,无持续风向,微风,40,优,1,广州
185,2018-07-05,34℃,26℃,阴,无持续风向,微风,40,优,1,广州
186,2018-07-06,34℃,27℃,雷阵雨,无持续风向,微风,40,优,1,广州
187,2018-07-07,32℃,27℃,雷阵雨,无持续风向,微风,34,优,1,广州
188,2018-07-08,32℃,26℃,雷阵雨,无持续风向,微风,36,优,1,广州
189,2018-07-09,33℃,26℃,雷阵雨~多云,无持续风向,微风,32,优,1,广州
190,2018-07-10,35℃,27℃,晴~多云,无持续风向,微风,33,优,1,广州
191,2018-07-11,36℃,26℃,多云,无持续风向,微风,72,良,2,广州
192,2018-07-12,35℃,26℃,雷阵雨,无持续风向,微风,52,良,2,广州
193,2018-07-13,31℃,27℃,中雨~雷阵雨,无持续风向,微风,29,优,1,广州
194,2018-07-14,29℃,23℃,中雨,无持续风向,微风,23,优,1,广州
195,2018-07-15,31℃,25℃,中雨,东风,4-5级,25,优,1,广州
196,2018-07-16,31℃,26℃,雷阵雨~多云,无持续风向,微风,38,优,1,广州
197,2018-07-17,34℃,26℃,多云~雷阵雨,无持续风向,微风,53,良,2,广州
198,2018-07-18,33℃,25℃,雷阵雨~多云,无持续风向,微风,38,优,1,广州
199,2018-07-19,33℃,25℃,雷阵雨,无持续风向,微风,35,优,1,广州
200,2018-07-20,35℃,27℃,多云,无持续风向,微风,35,优,1,广州
201,2018-07-21,34℃,26℃,雷阵雨~多云,无持续风向,微风,58,良,2,广州
202,2018-07-22,34℃,26℃,雷阵雨,无持续风向,微风,46,优,1,广州
203,2018-07-23,32℃,25℃,大雨~雷阵雨,无持续风向,微风,36,优,1,广州
204,2018-07-24,30℃,25℃,大雨~雷阵雨,东南风,3-4级,29,优,1,广州
205,2018-07-25,31℃,25℃,雷阵雨,无持续风向,微风,43,优,1,广州
206,2018-07-26,33℃,26℃,雷阵雨,无持续风向,微风,42,优,1,广州
207,2018-07-27,33℃,24℃,雷阵雨,无持续风向,微风,42,优,1,广州
208,2018-07-28,33℃,25℃,雷阵雨~多云,无持续风向,微风,42,优,1,广州
209,2018-07-29,34℃,26℃,多云,无持续风向,微风,38,优,1,广州
210,2018-07-30,35℃,26℃,雷阵雨~多云,无持续风向,微风,40,优,1,广州
211,2018-07-31,35℃,26℃,雷阵雨,无持续风向,微风,39,优,1,广州
212,2018-08-01,34℃,26℃,雷阵雨~阴,无持续风向,微风,42,优,1,广州
213,2018-08-02,34℃,26℃,雷阵雨,无持续风向,微风,43,优,1,广州
214,2018-08-03,33℃,25℃,雷阵雨,无持续风向,微风,43,优,1,广州
215,2018-08-04,34℃,26℃,多云,无持续风向,微风,65,良,2,广州
216,2018-08-05,34℃,25℃,多云,无持续风向,微风,51,良,2,广州
217,2018-08-06,34℃,26℃,雷阵雨,无持续风向,微风,50,优,1,广州
218,2018-08-07,35℃,25℃,雷阵雨~多云,无持续风向,微风,73,良,2,广州
219,2018-08-08,35℃,25℃,多云,无持续风向,微风,49,优,1,广州
220,2018-08-09,34℃,24℃,雷阵雨,无持续风向,微风,45,优,1,广州
221,2018-08-10,32℃,25℃,中雨,无持续风向,微风,31,优,1,广州
222,2018-08-11,31℃,25℃,大雨,东风,4-5级,25,优,1,广州
223,2018-08-12,29℃,25℃,暴雨~雷阵雨,东风,3-4级,33,优,1,广州
224,2018-08-13,32℃,26℃,雷阵雨,东风,4-5级,50,优,1,广州
225,2018-08-14,31℃,24℃,雷阵雨,东风,3-4级,32,优,1,广州
226,2018-08-15,31℃,25℃,雷阵雨,东风,3-4级,29,优,1,广州
227,2018-08-16,31℃,25℃,中雨~雷阵雨,无持续风向,微风,34,优,1,广州
228,2018-08-17,32℃,25℃,中雨,无持续风向,微风,44,优,1,广州
229,2018-08-18,32℃,26℃,雷阵雨,无持续风向,微风,56,良,2,广州
230,2018-08-19,32℃,25℃,中雨~多云,无持续风向,微风,52,良,2,广州
231,2018-08-20,32℃,26℃,中雨~雷阵雨,无持续风向,微风,61,良,2,广州
232,2018-08-21,33℃,25℃,多云~雷阵雨,无持续风向,微风,59,良,2,广州
233,2018-08-22,34℃,25℃,雷阵雨,无持续风向,微风,45,优,1,广州
234,2018-08-23,34℃,25℃,中雨~雷阵雨,无持续风向,微风,67,良,2,广州
235,2018-08-24,34℃,25℃,雷阵雨,无持续风向,微风,68,良,2,广州
236,2018-08-25,35℃,25℃,雷阵雨~阴,无持续风向,微风,63,良,2,广州
237,2018-08-26,33℃,24℃,雷阵雨,无持续风向,微风,59,良,2,广州
238,2018-08-27,32℃,25℃,雷阵雨,无持续风向,微风,51,良,2,广州
239,2018-08-28,29℃,24℃,中雨,无持续风向,微风,41,优,1,广州
240,2018-08-29,28℃,25℃,中雨~大雨,无持续风向,微风,36,优,1,广州
241,2018-08-30,30℃,25℃,暴雨~雷阵雨,无持续风向,微风,21,优,1,广州
242,2018-08-31,30℃,25℃,中雨,无持续风向,微风,30,优,1,广州
243,2018-09-01,30℃,25℃,中雨~雷阵雨,无持续风向,微风,35,优,1,广州
244,2018-09-02,31℃,25℃,雷阵雨,无持续风向,微风,33,优,1,广州
245,2018-09-03,32℃,26℃,雷阵雨~多云,无持续风向,微风,38,优,1,广州
246,2018-09-04,34℃,25℃,雷阵雨~多云,无持续风向,微风,44,优,1,广州
247,2018-09-05,33℃,25℃,雷阵雨,无持续风向,微风,57,良,2,广州
248,2018-09-06,33℃,25℃,雷阵雨~中雨,无持续风向,微风,56,良,2,广州
249,2018-09-07,32℃,24℃,中雨,无持续风向,微风,54,良,2,广州
250,2018-09-08,29℃,23℃,雷阵雨,北风,4-5级,40,优,1,广州
251,2018-09-09,31℃,23℃,多云,无持续风向,微风,46,优,1,广州
252,2018-09-10,33℃,24℃,多云,无持续风向,微风,43,优,1,广州
253,2018-09-11,32℃,24℃,多云,无持续风向,微风,56,良,2,广州
254,2018-09-12,32℃,25℃,雷阵雨~多云,无持续风向,微风,51,良,2,广州
255,2018-09-13,31℃,25℃,雷阵雨~多云,无持续风向,微风,37,优,1,广州
256,2018-09-14,35℃,26℃,多云,无持续风向,微风,45,优,1,广州
257,2018-09-15,35℃,25℃,多云~阴,北风,4-5级,47,优,1,广州
258,2018-09-16,27℃,23℃,暴雨~大雨,东风,8-9级,27,优,1,广州
259,2018-09-17,28℃,24℃,大雨~雷阵雨,东南风,4-5级,23,优,1,广州
260,2018-09-18,32℃,24℃,雷阵雨~阴,无持续风向,微风,29,优,1,广州
261,2018-09-19,34℃,25℃,多云,无持续风向,微风,49,优,1,广州
262,2018-09-20,33℃,24℃,雷阵雨,无持续风向,微风,71,良,2,广州
263,2018-09-21,34℃,24℃,雷阵雨~多云,无持续风向,微风,69,良,2,广州
264,2018-09-22,33℃,24℃,阴~雷阵雨,无持续风向,微风,72,良,2,广州
265,2018-09-23,32℃,24℃,阴~多云,无持续风向,微风,53,良,2,广州
266,2018-09-24,31℃,24℃,雷阵雨,无持续风向,微风,41,优,1,广州
267,2018-09-25,31℃,24℃,多云,无持续风向,微风,35,优,1,广州
268,2018-09-26,32℃,24℃,雷阵雨~多云,无持续风向,微风,58,良,2,广州
269,2018-09-27,32℃,24℃,多云,无持续风向,微风,54,良,2,广州
270,2018-09-28,31℃,23℃,多云,无持续风向,微风,45,优,1,广州
271,2018-09-29,30℃,23℃,多云,无持续风向,微风,43,优,1,广州
272,2018-09-30,31℃,20℃,多云,无持续风向,微风,53,良,2,广州
273,2018-10-01,30℃,20℃,多云~晴,无持续风向,微风,55,良,2,广州
274,2018-10-02,30℃,18℃,多云~晴,无持续风向,微风,56,良,2,广州
275,2018-10-03,30℃,19℃,晴,无持续风向,微风,60,良,2,广州
276,2018-10-04,29℃,20℃,晴,北风,3-4级,60,良,2,广州
277,2018-10-05,30℃,20℃,晴,无持续风向,微风,65,良,2,广州
278,2018-10-06,31℃,20℃,晴,无持续风向,微风,59,良,2,广州
279,2018-10-07,30℃,19℃,晴,无持续风向,微风,68,良,2,广州
280,2018-10-08,29℃,20℃,晴~多云,无持续风向,微风,99,良,2,广州
281,2018-10-09,31℃,20℃,多云,无持续风向,微风,84,良,2,广州
282,2018-10-10,28℃,19℃,小雨,北风,3-4级,79,良,2,广州
283,2018-10-11,25℃,19℃,多云,无持续风向,微风,34,优,1,广州
284,2018-10-12,27℃,19℃,多云,无持续风向,微风,50,优,1,广州
285,2018-10-13,27℃,20℃,多云,无持续风向,微风,46,优,1,广州
286,2018-10-14,27℃,21℃,小雨,无持续风向,微风,64,良,2,广州
287,2018-10-15,25℃,20℃,中雨~小雨,无持续风向,微风,49,优,1,广州
288,2018-10-16,25℃,19℃,中雨~雷阵雨,无持续风向,微风,27,优,1,广州
289,2018-10-17,25℃,19℃,小雨~阴,无持续风向,微风,24,优,1,广州
290,2018-10-18,24℃,20℃,多云,无持续风向,微风,33,优,1,广州
291,2018-10-19,25℃,20℃,阴~多云,无持续风向,微风,47,优,1,广州
292,2018-10-20,26℃,20℃,多云,无持续风向,微风,64,良,2,广州
293,2018-10-21,27℃,20℃,多云,无持续风向,微风,60,良,2,广州
294,2018-10-22,28℃,21℃,阴,无持续风向,微风,53,良,2,广州
295,2018-10-23,27℃,19℃,多云,无持续风向,微风,37,优,1,广州
296,2018-10-24,27℃,22℃,多云,无持续风向,微风,48,优,1,广州
297,2018-10-25,27℃,20℃,多云,无持续风向,微风,84,良,2,广州
298,2018-10-26,28℃,19℃,小雨~多云,无持续风向,微风,77,良,2,广州
299,2018-10-27,25℃,15℃,多云~晴,无持续风向,微风,45,优,1,广州
300,2018-10-28,26℃,16℃,晴,无持续风向,微风,51,良,2,广州
301,2018-10-29,28℃,16℃,晴,无持续风向,微风,53,良,2,广州
302,2018-10-30,28℃,17℃,晴,北风,3-4级,53,良,2,广州
303,2018-10-31,27℃,17℃,晴~多云,北风,4-5级,49,优,1,广州
304,2018-11-01,26℃,17℃,阵雨,北风,5-6级,54,良,2,广州
305,2018-11-02,24℃,17℃,多云~阵雨,北风,4-5级,64,良,2,广州
306,2018-11-03,27℃,17℃,多云,无持续风向,微风,30,优,1,广州
307,2018-11-04,27℃,20℃,多云,无持续风向,微风,44,优,1,广州
308,2018-11-05,27℃,20℃,多云,无持续风向,微风,71,良,2,广州
309,2018-11-06,28℃,19℃,阴~多云,无持续风向,微风,63,良,2,广州
310,2018-11-07,28℃,19℃,小雨~多云,无持续风向,微风,77,良,2,广州
311,2018-11-08,26℃,17℃,多云,无持续风向,微风,53,良,2,广州
312,2018-11-09,25℃,19℃,阴,无持续风向,微风,42,优,1,广州
313,2018-11-10,26℃,20℃,多云,无持续风向,微风,78,良,2,广州
314,2018-11-11,27℃,20℃,多云~阴,无持续风向,微风,90,良,2,广州
315,2018-11-12,26℃,17℃,多云,无持续风向,微风,77,良,2,广州
316,2018-11-13,26℃,19℃,多云~雾,无持续风向,微风,36,优,1,广州
317,2018-11-14,27℃,20℃,多云,无持续风向,微风,63,良,2,广州
318,2018-11-15,28℃,21℃,小雨,无持续风向,微风,54,良,2,广州
319,2018-11-16,26℃,19℃,小雨~小到中雨,无持续风向,微风,44,优,1,广州
320,2018-11-17,24℃,18℃,小雨,无持续风向,微风,22,优,1,广州
321,2018-11-18,25℃,16℃,小雨,无持续风向,微风,59,良,2,广州
322,2018-11-19,22℃,17℃,小雨~阴,无持续风向,微风,22,优,1,广州
323,2018-11-20,25℃,18℃,多云~小雨,无持续风向,微风,48,优,1,广州
324,2018-11-21,21℃,14℃,小雨,东北风,3级,67,良,2,广州
325,2018-11-22,19℃,11℃,晴,东北风,3级,31,优,1,广州
326,2018-11-23,23℃,14℃,多云,东北风,2级,57,良,2,广州
327,2018-11-24,24℃,14℃,晴~多云,东北风,2级,68,良,2,广州
328,2018-11-25,24℃,16℃,多云~阴,东北风,2级,71,良,2,广州
329,2018-11-26,23℃,15℃,多云,东北风,2级,58,良,2,广州
330,2018-11-27,22℃,16℃,阴,东北风,2级,60,良,2,广州
331,2018-11-28,22℃,13℃,阴~多云,东北风,2级,78,良,2,广州
332,2018-11-29,25℃,16℃,多云~阴,东北风,2级,60,良,2,广州
333,2018-11-30,26℃,16℃,多云~阴,东南风,2级,88,良,2,广州
334,2018-12-01,24℃,16℃,多云,东北风,2级,91,良,2,广州
335,2018-12-02,26℃,20℃,多云,东南风,2级,76,良,2,广州
336,2018-12-03,26℃,19℃,阴,东南风,1级,60,良,2,广州
337,2018-12-04,28℃,17℃,多云,东北风,1级,63,良,2,广州
338,2018-12-05,25℃,18℃,多云~小雨,东北风,2级,72,良,2,广州
339,2018-12-06,25℃,14℃,小雨~阴,东北风,2级,59,良,2,广州
340,2018-12-07,18℃,11℃,小雨,东北风,3级,29,优,1,广州
